SP_CODE,SCIENTIFIC_NAME,COMMON_NAME,ADULT,SIZE,SIZE_MIN_REF,SIZE_MAX_REF,GROUP,SURVEY,GUILD,SUBSTRATE_TYPE,MOBILITY,GROWTH_MORPH,WORMS_NAME,APHIAID,RANK,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_GENUS,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES
SCAR,Sebastes carnatus,Gopher Rockfish,SCAR,.,3,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes carnatus,274779,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SCAU,Sebastes caurinus,Copper Rockfish,SCAU,.,4,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes caurinus,274780,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SCHR,Sebastes chrysomelas,Black and Yellow Rockfish,SCHR,.,4,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes chrysomelas,240737,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SFLA,Sebastes flavidus,Yellowtail Rockfish,SFLA,.,5,35,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes flavidus,274795,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SMIN,Sebastes miniatus,Vermilion Rockfish,SMIN,.,3,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes miniatus,274820,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SMYS,Sebastes mystinus,Blue Rockfish,SMYS,.,3,30,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes mystinus,274823,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SPAU,Sebastes paucispinis,Boccacio,SPAU,.,3,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes paucispinis,274833,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SRAS,Sebastes rastrelliger,Grass Rockfish,SRAS,.,4,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes rastrelliger,274839,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SSER,Sebastes serranoides,Olive Rockfish,SSER,.,3,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes serranoides,274852,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
STRE,Sebastes serriceps,Treefish,STRE,.,4,40,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Sebastes serriceps,274853,Species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,.,.
SPUL,Semicossyphus pulcher,California Sheephead,SPUL,.,3,75,FISH,FISH,MESOCARNIVORE,HARD,MOBILE,SOLITARY,Semicossyphus pulcher,282753,Species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Semicossyphus,.,.
SC,Spheciospongia confoederata,Grey Moon Sponge,SC,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Spheciospongia confoederata,170531,Species,Animalia,Porifera,Demospongiae,Clionaida,Clionaidae,Spheciospongia,.,.
SPAR,Sphyraena argentea,Pacific Barracuda,SPAR,.,20,70,FISH,FISH,MACROCARNIVORE,HARD,MOBILE,SOLITARY,Sphyraena argentea,273978,Species,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,.,.
SCAL,Squatina californica,Pacific Angel Shark,SCAL,.,30,180,FISH,FISH,MESOCARNIVORE,SOFT,MOBILE,SOLITARY,Squatina californica,271667,Species,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,.,.
STIN,Stenogramma californicum,.,STIN,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Stenogramma californicum,497059,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,Stenogramme,interrupta
STIN,Stenogramma californicum,.,STIN,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Stenogramma californicum,497059,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Stenogramma,Stenogramme,interrupta
CH,Stephanocystis osmundacea,.,CYOS,holdfast,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYJ,Stephanocystis osmundacea,.,CYOS,juvenile (<5cm diam),.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYJ,Stephanocystis osmundacea,.,CYOS,juvenile (<5cm diam),.,.,ALGAE,QUAD,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS,Stephanocystis osmundacea,.,CYOS,adult (>5cm diam),.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS,Stephanocystis osmundacea,.,CYOS,adult (>5cm diam),.,.,ALGAE,SWATH,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS,Stephanocystis osmundacea,.,CYOS,adult (>5cm diam),.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS_R,Stephanocystis osmundacea,Reproductive frond,CYOS,reproductive fronds any size,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
CYOS_R,Stephanocystis osmundacea,Reproductive frond,CYOS,reproductive fronds (>1m height),100,900,ALGAE,SWATH,PRODUCER,HARD,SESSILE,SOLITARY,Stephanocystis osmundacea,502165,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Stephanocystis,Cystoseira,osmundacea
SGIG,Stereolepis gigas,Giant Sea Bass,SGIG,.,10,20,FISH,FISH,MACROCARNIVORE,HARD,MOBILE,SOLITARY,Stereolepis gigas,282884,Species,Animalia,Chordata,Actinopterygii,Perciformes,Polyprionidae,Stereolepis,.,.
SPL,Strongylocentrotus purpuratus,Purple Urchin,SPL,adult (>=2.5cm),2.5,9,INVERT,QUAD,GRAZER,HARD,MOBILE,SOLITARY,Strongylocentrotus purpuratus,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
SPL,Strongylocentrotus purpuratus,Purple Urchin,SPL,adult (>2.5cm),2.5,9,INVERT,URCHINS,GRAZER,HARD,MOBILE,SOLITARY,Strongylocentrotus purpuratus,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
SPS,Strongylocentrotus purpuratus,Purple Urchin,SPL,juvenile (<2.5cm),1,2.49,INVERT,QUAD,GRAZER,HARD,MOBILE,SOLITARY,Strongylocentrotus purpuratus,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
SPS,Strongylocentrotus purpuratus,Purple Urchin,SPL,juvenile (<2.5cm),1,2.49,INVERT,URCHINS,GRAZER,HARD,MOBILE,SOLITARY,Strongylocentrotus purpuratus,240747,Species,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,.,.
STMO,Styela montereyensis,Stalked Tunicate,STMO,.,0.1,3.5,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Styela montereyensis,240756,Species,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,.,.
STMO,Styela montereyensis,Stalked Tunicate,STMO,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Styela montereyensis,240756,Species,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,.,.
SYNG,Syngnathus spp. ,Unidentified Pipefish Spp.,SYNG,.,4,30,FISH,FISH,PLANKTIVORE,HARD,MOBILE,SOLITARY,Syngnathus,126227,Genus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,.,.
TALE,Taonia lennebackerae,.,TALE,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Taonia lennebackerae,372695,Species,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Taonia,.,.
TALE,Taonia lennebackerae,.,TALE,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Taonia lennebackerae,372695,Species,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Taonia,.,.
TESP,Tegula spp. ,.,TESP,.,0.5,3,INVERT,QUAD,GRAZER,HARD,MOBILE,SOLITARY,Tegula,413467,Genus,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,.,.
TEAU,Tethya aurantium,Orange Puffball Sponge,TEAU,.,1.2,13,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,SOLITARY,Tethya aurantium,134311,Species,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya,aurantia
TEAU,Tethya aurantium,Orange Puffball Sponge,TEAU,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Tethya aurantium,134311,Species,Animalia,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya,aurantia
TC,Thalamoporella californica,.,TC,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Thalamoporella californica,468453,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Thalamoporellidae,Thalamoporella,.,.
SE,Thylacodes squamigerus,Scaled Worm Snail,SE,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Thylacodes squamigerus,709499,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,.,.
CILU,Timarete luxuriosa,.,CILU,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,SOLITARY,Timarete luxuriosa,334943,Species,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Timarete,.,.
TSEM,Triakis semifasciata,Leopard Shark,TSEM,.,25,120,FISH,FISH,MACROCARNIVORE,SOFT,MOBILE,SOLITARY,Triakis semifasciata,279060,Species,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,.,.
UV,Ulva spp.,Sea Lettuce,UV,.,.,.,ALGAE,DETRITUS,PRODUCER,HARD,SESSILE,SOLITARY,Ulva,144296,Genus,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,.,.
UV,Ulva spp.,Sea Lettuce,UV,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,SOLITARY,Ulva,144296,Genus,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,.,.
URLO,Urticina eques,Whit-Spotted Rose Anemone,URLO,.,2,15,INVERT,QUAD,MESOCARNIVORE,HARD,SESSILE,SOLITARY,Urticina eques,100833,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,.,.
URLO,Urticina eques,Whit-Spotted Rose Anemone,URLO,.,.,.,INVERT,UPC,MESOCARNIVORE,HARD,SESSILE,SOLITARY,Urticina eques,100833,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,.,.
URPI,Urticina piscivora,Fish Eating Anemone,URPI,.,.,.,INVERT,QUAD,MESOCARNIVORE,HARD,SESSILE,SOLITARY,Urticina piscivora,283445,Species,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,.,.
WASP,Watersipora subatra,.,WASP,.,.,.,INVERT,QUAD,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Watersipora subatra,816025,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,.,.
WASP,Watersipora subatra,.,WASP,.,.,.,INVERT,UPC,PLANKTIVORE,HARD,SESSILE,AGGREGATED,Watersipora subatra,816025,Species,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora,.,.
WK,Weeksia reticulata,.,WK,.,.,.,ALGAE,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Weeksia reticulata,372725,Species,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Weeksia,.,.
ZOMA,Zostera marina,Eel Grass,ZOMA,.,.,.,PLANT,DETRITUS,PRODUCER,HARD,SESSILE,AGGREGATED,Zostera marina,495077,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,.,.
ZOMA,Zostera marina,Eel Grass,ZOMA,.,.,.,PLANT,UPC,PRODUCER,HARD,SESSILE,AGGREGATED,Zostera marina,495077,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,.,.
